arrayNames	no.beads	chip	row	col	noiseIntensity	Sample.Plate	Sample.Name	AMP.Plate	Sample.Well	Parent1	Parent2	PedigreeID
X4469076798_A	4469076798_A	494790	4469076798	A	1	0.9154445	SMS_034	133_670_2806	WG0011256-MSA2	C07	113300000	100067000	113367003
X4469076798_B	4469076798_B	510759	4469076798	B	1	0.9136930	SMS_034	133_670_2807	WG0011256-MSA2	D07	113300000	100067000	113367004
X4469076805_A	4469076805_A	541999	4469076805	A	1	0.7509470	SMS_034	133_670_2810	WG0011256-MSA2	G07	113300000	100067000	113367007
X4469076805_B	4469076805_B	523663	4469076805	B	1	1.0595739	SMS_034	133_670_2811	WG0011256-MSA2	H07	113300000	100067000	113367008
X4469076103_G	4469076103_G	549084	4469076103	G	1	1.4028642	SMS_018	060_598_1266	WG0011124-MSA2	G04	106000000	100099900	106099972
X4469076087_I	4469076087_I	513607	4469076087	I	1	1.2305595	SMS_018	060_598_1268	WG0011124-MSA2	A05	106000000	100099900	106099954
X4469076087_J	4469076087_J	494410	4469076087	J	1	1.2314889	SMS_018	060_598_1269	WG0011124-MSA2	B05	106000000	100099900	106099955
X4469076134_I	4469076134_I	546544	4469076134	I	1	1.2166208	SMS_018	060_598_1270	WG0011124-MSA2	C05	106000000	100099900	106099956
X4469076134_J	4469076134_J	492543	4469076134	J	1	1.2987195	SMS_018	060_598_1271	WG0011124-MSA2	D05	106000000	100099900	106099977
X4469076135_I	4469076135_I	525699	4469076135	I	1	1.2563180	SMS_018	060_598_1272	WG0011124-MSA2	E05	106000000	100099900	106099958
X4469076135_J	4469076135_J	491755	4469076135	J	1	1.1603508	SMS_018	060_598_1273	WG0011124-MSA2	F05	106000000	100099900	106099959
X4469076103_J	4469076103_J	525079	4469076103	J	1	1.4234518	SMS_018	060_598_1275	WG0011124-MSA2	H05	106000000	100099900	106099961
X4469076085_G	4469076085_G	553226	4469076085	G	1	1.4793368	SMS_018	062_539_1310	WG0011124-MSA2	C10	106000000	100099900	106099952
X4469076573_E	4469076573_E	515665	4469076573	E	1	1.0133655	SMS_028	103_584_2202	WG0009023-MSA2	A03	106000000	100099900	106099967
X4469076267_C	4469076267_C	541590	4469076267	C	1	0.8892237	SMS_028	105_644_2248	WG0009023-MSA2	G08	106000000	100099900	106099957
X4469076448_B	4469076448_B	555463	4469076448	B	1	1.1084595	SMS_007	011_520_0244	WG0009044-MSA2	F07	111900000	100099900	111999958
X4469076066_A	4469076066_A	509396	4469076066	A	1	0.9840420	SMS_2-4	102_000_0000	WG0011253-MSA2	G01	       NA	       NA	110200000
X4469076066_F	4469076066_F	497272	4469076066	F	1	1.1203702	SMS_2-4	119_000_0000	WG0011253-MSA2	H03	       NA	       NA	111900000
X4469076090_A	4469076090_A	556020	4469076090	A	1	0.8064083	SMS_2-4	098_000_0000	WG0011253-MSA2	C01	       NA	       NA	109800000
X4469076090_F	4469076090_F	543366	4469076090	F	1	1.0591603	SMS_2-4	115_000_0000	WG0011253-MSA2	D03	       NA	       NA	111500000
X4469076090_K	4469076090_K	534076	4469076090	K	1	1.1313267	SMS_2-4	138_000_0000	WG0011253-MSA2	C06	       NA	       NA	113800000
X4469076101_D	4469076101_D	446793	4469076101	D	1	1.1241395	SMS_001	060_000_0000	WG0011258-MSA2	D08	       NA	       NA	106000000
X4469076101_I	4469076101_I	510486	4469076101	I	1	1.3650844	SMS_001	083_000_0000	WG0011258-MSA2	C11	       NA	       NA	108300000
X4469076102_B	4469076102_B	476516	4469076102	B	1	1.3330468	SMS_001	004_000_0000	WG0011258-MSA2	D01	       NA	       NA	100400000
X4469076102_G	4469076102_G	544189	4469076102	G	1	1.2716448	SMS_001	027_000_0000	WG0011258-MSA2	C04	       NA	       NA	102700000
X4469076102_L	4469076102_L	528299	4469076102	L	1	1.2090715	SMS_001	044_000_0000	WG0011258-MSA2	D06	       NA	       NA	104400000
X4469076108_E	4469076108_E	500507	4469076108	E	1	0.9791411	SMS_2-4	116_000_0000	WG0011253-MSA2	E03	       NA	       NA	111600000
X4469076108_J	4469076108_J	471629	4469076108	J	1	1.0514983	SMS_2-4	133_000_0000	WG0011253-MSA2	F05	       NA	       NA	113300000
X4469076163_A	4469076163_A	467383	4469076163	A	1	0.8812899	SMS_2-4	000_600_0000	WG0011253-MSA2	E07	       NA	       NA	100060000
X4469076163_G	4469076163_G	544536	4469076163	G	1	1.0091729	SMS_2-4	000_624_0000	WG0011253-MSA2	E10	       NA	       NA	100062400
X4469076163_I	4469076163_I	543951	4469076163	I	1	1.0490081	SMS_2-4	000_632_0000	WG0011253-MSA2	E11	       NA	       NA	100063200
X4469076163_J	4469076163_J	523992	4469076163	J	1	1.1572511	SMS_2-4	000_633_0000	WG0011253-MSA2	F11	       NA	       NA	100063300
X4469076163_L	4469076163_L	527698	4469076163	L	1	1.0985230	SMS_2-4	000_641_0000	WG0011253-MSA2	F12	       NA	       NA	100064100
X4469076174_C	4469076174_C	540805	4469076174	C	1	1.0146885	SMS_2-4	104_000_0000	WG0011253-MSA2	A02	       NA	       NA	110400000
X4469076174_H	4469076174_H	566039	4469076174	H	1	1.0079478	SMS_2-4	121_000_0000	WG0011253-MSA2	B04	       NA	       NA	112100000
X4469076187_D	4469076187_D	501000	4469076187	D	1	1.1537040	SMS_2-4	000_605_0000	WG0011253-MSA2	B08	       NA	       NA	100060500
X4469076187_H	4469076187_H	515500	4469076187	H	1	1.1903466	SMS_2-4	000_621_0000	WG0011253-MSA2	B10	       NA	       NA	100062100
X4469076189_B	4469076189_B	394311	4469076189	B	1	1.2478736	SMS_2-4	000_599_0000	WG0011253-MSA2	D07	       NA	       NA	100059900
X4469076189_H	4469076189_H	546954	4469076189	H	1	1.3918726	SMS_2-4	000_623_0000	WG0011253-MSA2	D10	       NA	       NA	100062300
X4469076189_K	4469076189_K	544844	4469076189	K	1	1.5362371	SMS_2-4	000_638_0000	WG0011253-MSA2	C12	       NA	       NA	100063800
X4469076189_L	4469076189_L	525900	4469076189	L	1	1.3827538	SMS_2-4	000_639_0000	WG0011253-MSA2	D12	       NA	       NA	100063900
X4469076200_C	4469076200_C	498193	4469076200	C	1	1.2055922	SMS_4-36	000_652_0000	WG0011254-MSA2	A02	       NA	       NA	100065200
X4469076200_D	4469076200_D	484671	4469076200	D	1	1.1518186	SMS_4-36	000_653_0000	WG0011254-MSA2	B02	       NA	       NA	100065300
X4469076217_A	4469076217_A	498878	4469076217	A	1	0.8286045	SMS_001	055_000_0000	WG0011258-MSA2	G07	       NA	       NA	105500000
X4469076217_F	4469076217_F	474414	4469076217	F	1	0.9174100	SMS_001	072_000_0000	WG0011258-MSA2	H09	       NA	       NA	107200000
X4469076217_K	4469076217_K	489402	4469076217	K	1	0.9416713	SMS_001	094_000_0000	WG0011258-MSA2	G12	       NA	       NA	109400000
X4469076218_D	4469076218_D	516085	4469076218	D	1	0.8527638	SMS_001	062_000_0000	WG0011258-MSA2	F08	       NA	       NA	106200000
X4469076218_I	4469076218_I	516748	4469076218	I	1	0.9482563	SMS_001	085_000_0000	WG0011258-MSA2	E11	       NA	       NA	108500000
X4469076313_H	4469076313_H	559619	4469076313	H	1	0.9529732	SMS_003	000_530_0000	WG0011257-MSA2	F04	       NA	       NA	100053000
X4469076313_J	4469076313_J	514465	4469076313	J	1	1.1701706	SMS_003	000_538_0000	WG0011257-MSA2	F05	       NA	       NA	100053800
X4469076313_K	4469076313_K	563841	4469076313	K	1	1.0711645	SMS_003	000_545_0000	WG0011257-MSA2	E06	       NA	       NA	100054500
X4469076313_L	4469076313_L	532904	4469076313	L	1	0.8355317	SMS_003	000_546_0000	WG0011257-MSA2	F06	       NA	       NA	100054600
X4469076334_A	4469076334_A	522438	4469076334	A	1	0.8578455	SMS_2-4	000_602_0000	WG0011253-MSA2	G07	       NA	       NA	100060200
X4469076334_B	4469076334_B	459772	4469076334	B	1	0.8139383	SMS_2-4	000_603_0000	WG0011253-MSA2	H07	       NA	       NA	100060300
X4469076334_D	4469076334_D	460046	4469076334	D	1	0.6915150	SMS_2-4	000_611_0000	WG0011253-MSA2	H08	       NA	       NA	100061100
X4469076334_H	4469076334_H	499120	4469076334	H	1	0.8939953	SMS_2-4	000_627_0000	WG0011253-MSA2	H10	       NA	       NA	100062700
X4469076334_K	4469076334_K	495380	4469076334	K	1	0.9601496	SMS_2-4	000_642_0000	WG0011253-MSA2	G12	       NA	       NA	100064200
X4469076364_E	4469076364_E	568515	4469076364	E	1	0.9514881	SMS_003	000_567_0000	WG0011257-MSA2	C09	       NA	       NA	100056700
X4469076364_F	4469076364_F	561368	4469076364	F	1	1.0115185	SMS_003	000_568_0000	WG0011257-MSA2	D09	       NA	       NA	100056800
X4469076364_H	4469076364_H	559020	4469076364	H	1	1.0647283	SMS_003	000_576_0000	WG0011257-MSA2	D10	       NA	       NA	100057600
X4469076364_K	4469076364_K	557508	4469076364	K	1	1.0365504	SMS_003	000_590_0000	WG0011257-MSA2	C12	       NA	       NA	100059000
X4469076388_D	4469076388_D	488580	4469076388	D	1	1.0996954	SMS_003	000_562_0000	WG0011257-MSA2	F08	       NA	       NA	100056200
X4469076389_E	4469076389_E	532933	4469076389	E	1	1.1346456	SMS_003	000_517_0000	WG0011257-MSA2	A03	       NA	       NA	100051700
X4469076389_I	4469076389_I	525331	4469076389	I	1	1.3518423	SMS_003	000_533_0000	WG0011257-MSA2	A05	       NA	       NA	100053300
X4469076389_L	4469076389_L	528856	4469076389	L	1	1.2236058	SMS_003	000_542_0000	WG0011257-MSA2	B06	       NA	       NA	100054200
X4469076392_A	4469076392_A	504562	4469076392	A	1	1.1190760	SMS_003	000_507_0000	WG0011257-MSA2	G01	       NA	       NA	100050700
X4469076392_B	4469076392_B	488573	4469076392	B	1	1.1458050	SMS_003	000_508_0000	WG0011257-MSA2	H01	       NA	       NA	100050800
X4469076392_D	4469076392_D	520168	4469076392	D	1	1.2086860	SMS_003	000_516_0000	WG0011257-MSA2	H02	       NA	       NA	100051600
X4469076392_I	4469076392_I	510283	4469076392	I	1	1.2667682	SMS_003	000_539_0000	WG0011257-MSA2	G05	       NA	       NA	100053900
X4469076392_J	4469076392_J	507054	4469076392	J	1	1.2914943	SMS_003	000_540_0000	WG0011257-MSA2	H05	       NA	       NA	100054000
X4469076401_B	4469076401_B	538539	4469076401	B	1	0.8692722	SMS_003	000_556_0000	WG0011257-MSA2	H07	       NA	       NA	100055600
X4469076401_C	4469076401_C	554731	4469076401	C	1	0.9456967	SMS_003	000_563_0000	WG0011257-MSA2	G08	       NA	       NA	100056300
X4469076401_H	4469076401_H	544110	4469076401	H	1	1.1097767	SMS_003	000_580_0000	WG0011257-MSA2	H10	       NA	       NA	100058000
X4469076402_C	4469076402_C	571406	4469076402	C	1	0.8816702	SMS_003	000_511_0000	WG0011257-MSA2	C02	       NA	       NA	100051100
X4469076402_D	4469076402_D	546610	4469076402	D	1	0.8933275	SMS_003	000_512_0000	WG0011257-MSA2	D02	       NA	       NA	100051200
X4469076402_I	4469076402_I	570207	4469076402	I	1	1.0442526	SMS_003	000_535_0000	WG0011257-MSA2	C05	       NA	       NA	100053500
X4469076402_K	4469076402_K	561374	4469076402	K	1	1.0191817	SMS_003	000_543_0000	WG0011257-MSA2	C06	       NA	       NA	100054300
X4469076446_A	4469076446_A	489452	4469076446	A	1	1.1253956	SMS_003	000_549_0000	WG0011257-MSA2	A07	       NA	       NA	100054900
X4469076446_H	4469076446_H	452482	4469076446	H	1	1.4821566	SMS_003	000_574_0000	WG0011257-MSA2	B10	       NA	       NA	100057400
X4469076446_I	4469076446_I	476656	4469076446	I	1	1.4909596	SMS_003	000_581_0000	WG0011257-MSA2	A11	       NA	       NA	100058100
X4469076446_J	4469076446_J	442038	4469076446	J	1	1.4071536	SMS_003	000_582_0000	WG0011257-MSA2	B11	       NA	       NA	100058200
X4469076446_L	4469076446_L	454049	4469076446	L	1	1.4338523	SMS_003	000_589_0000	WG0011257-MSA2	B12	       NA	       NA	100058900
X4469076454_D	4469076454_D	521632	4469076454	D	1	1.0882625	SMS_4-36	000_655_0000	WG0011254-MSA2	D02	       NA	       NA	100065500
X4469076454_G	4469076454_G	527159	4469076454	G	1	1.0727780	SMS_4-36	000_670_0000	WG0011254-MSA2	C04	       NA	       NA	100067000
X4469076456_C	4469076456_C	495121	4469076456	C	1	1.1610313	SMS_4-36	000_656_0000	WG0011254-MSA2	E02	       NA	       NA	100065600
X4469076456_D	4469076456_D	411849	4469076456	D	1	1.2739652	SMS_4-36	000_657_0000	WG0011254-MSA2	F02	       NA	       NA	100065700
X4469076693_B	4469076693_B	502835	4469076693	B	1	1.0573218	SMS_001	006_000_0000	WG0011258-MSA2	F01	       NA	       NA	100600000
X4469076693_G	4469076693_G	513732	4469076693	G	1	1.1926676	SMS_001	029_000_0000	WG0011258-MSA2	E04	       NA	       NA	102900000
X4469076693_L	4469076693_L	490935	4469076693	L	1	1.1303876	SMS_001	046_000_0000	WG0011258-MSA2	F06	       NA	       NA	104600000
X4469076734_E	4469076734_E	504889	4469076734	E	1	1.0743269	SMS_001	023_000_0000	WG0011258-MSA2	G03	       NA	       NA	102300000
X4469076734_J	4469076734_J	466965	4469076734	J	1	1.0252042	SMS_001	040_000_0000	WG0011258-MSA2	H05	       NA	       NA	104000000
X4469076772_C	4469076772_C	548468	4469076772	C	1	1.1206716	SMS_001	009_000_0000	WG0011258-MSA2	A02	       NA	       NA	100900000
X4469076772_H	4469076772_H	536365	4469076772	H	1	1.2236113	SMS_001	026_000_0000	WG0011258-MSA2	B04	       NA	       NA	102600000
X4469076776_A	4469076776_A	515173	4469076776	A	1	0.9755882	SMS_001	049_000_0000	WG0011258-MSA2	A07	       NA	       NA	104900000
X4469076776_F	4469076776_F	549548	4469076776	F	1	1.1599412	SMS_001	066_000_0000	WG0011258-MSA2	B09	       NA	       NA	106600000
X4469076776_L	4469076776_L	521222	4469076776	L	1	1.1246772	SMS_001	089_000_0000	WG0011258-MSA2	B12	       NA	       NA	108900000
